,tokens,tags,ner_tags_str,len
2119,"['Mon' ',' 'Sep' '14' ',' '2015' ',' '16:34' 'BST' '-' 'UK' 'Markets'
 'closed' 'European' 'shares' 'retreat' ',' 'focus' 'on' 'Fed' 'meeting'
 'Reuters' '-' 'UK' 'Focus' '–' '1' 'hour' '8' 'minutes' 'ago' '*'
 'FTSEurofirst' '300' 'falls' '0.5' 'percent' '*' 'Caution' 'before']","[0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0 0 0 0 5 0 5 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-ORG' 'O' 'B-ORG' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",40
2120,"['Fed' 'meeting' 'this' 'week' '*' 'TF1' '(' 'Paris' ':' 'FR' '54900' '-'
 'news' ')' 'jumps' 'on' 'relief' 'over' 'ads' 'By' 'Atul' 'Prakash' 'and'
 'Alistair' 'Smout' 'LONDON' ',' 'Sept' '14' '(' 'Reuters' ')' '-'
 'European' 'equities' 'fell' 'in' 'late' 'trading' 'on' 'Monday' ','
 'led' 'lower' 'by' 'weaker' 'mining' 'stocks' ',' 'with' 'investors'
 'growing' 'jittery' 'ahead' 'of' 'the' 'Federal' 'Reserve' ""'s"" 'policy'
 'meeting' 'later' 'this' 'week' '.']","[5 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 2 3 0 0 0 0 5 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0 0 0 0]","['B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'B-PER' 'I-PER' 'B-LOC' 'O' 'O' 'O'
 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",65
2121,"['A' 'Reuters' 'poll' 'showed' 'on' 'Friday' 'a' 'small' 'majority' 'of'
 'forecasters' 'still' 'expect' 'a' 'Fed' 'hike' 'on' 'Thursday' ','
 'though' 'markets' '-' 'based' 'models' 'suggest' 'concerns' 'about'
 'global' 'market' 'volatility' 'and' 'economic' 'growth' 'will' 'delay'
 'monetary' 'policy' 'tightening' '.']","[0 5 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]","['O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']",39
2122,"['""' 'The' 'wider' 'picture' 'is' 'one' 'where' 'people' 'do' ""n't"" 'have'
 'too' 'much' 'conviction' 'about' 'the' 'market' ""'s"" 'direction' ',' '""'
 'IG' '(' 'LSE' ':' 'IGG.L' '-' 'news' ')' 'analyst' 'Joshua' 'Mahony' ','
 'said' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 5 0 5 0 0 0 0 1 2 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-ORG' 'O' 'B-ORG' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'B-PER'
 'I-PER' 'O' 'O' 'O']",35
2123,"['""' 'Going' 'into' 'Thursday' ',' 'quite' 'a' 'few' 'people' 'are'
 'worrying' 'that' 'we' 'are' 'potentially' 'going' 'to' 'see' 'a' 'move'
 'lower' 'because' 'even' 'if' 'we' 'see' 'the' 'Fed' 'holding' 'rates'
 ',' 'that' 'is' 'not' 'going' 'to' 'be' 'enough' 'to' 'make' 'people'
 'start' 'feeling' 'really' 'bullish' 'as' 'they' 'know' 'that' 'it' ""'s""
 'just' 'around' 'the' 'corner' '.' '""']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']",57
2124,"['Mining' 'shares' 'came' 'under' 'pressure' 'after' 'prices' 'of' 'key'
 'industrial' 'metals' 'fell' 'sharply' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],14
2125,"['Copper' 'was' 'down' '1.2' 'percent' ',' 'alongside' 'Chinese'
 'equities' ',' 'after' 'data' 'showed' 'a' 'lower' '-' 'than' '-'
 'expected' 'rise' 'in' 'China' ""'s"" 'factory' 'output' ',' 'reinforcing'
 'worries' 'about' 'demand' 'for' 'the' 'metal' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",34
2126,"['The' 'STOXX' 'Europe' '600' 'Basic' 'Resources' 'index' 'fell' '1.7'
 'percent' ',' 'dragged' 'down' 'by' 'a' '5.5' 'percent' 'drop' 'in'
 'Glencore' '(' 'Amsterdam' ':']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 3 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-ORG' 'O' 'B-LOC' 'O']",23
2127,"['GX8.AS' '-' 'news' ')' 'and' 'a' '3.1' 'percent' 'weaker' 'Antofagasta'
 '(' 'Other' 'OTC' ':' 'ANFGF' '-' 'news' ')' '.']",[5 0 0 0 0 0 0 0 0 5 0 0 0 0 5 0 0 0 0],"['B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'B-ORG'
 'O' 'O' 'O' 'O']",19
2128,"['The' 'FTSEurofirst' '300' 'index' 'of' 'top' 'European' 'shares' 'was'
 'down' '0.5' 'percent' 'at' '1,394.50' 'points' 'by' '1407' 'GMT' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']",19
2129,"['It' '(' 'Other' 'OTC' ':' 'ITGL' '-' 'news' ')' 'had' 'risen' 'to' 'a'
 'high' 'of' '1,414.99' 'points' 'earlier' 'in' 'the' 'session' '.']",[0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']",22
2130,"['Although' 'the' 'benchmark' 'index' 'is' '6' 'percent' 'higher' 'from'
 'a' 'low' 'late' 'last' 'month' ',' 'it' 'is' 'still' 'down' 'about' '14'
 'percent' 'from' 'its' 'peak' 'some' 'two' 'months' 'ago' ',' 'mainly'
 'on' 'concerns' 'about' 'the' 'pace' 'of' 'economic' 'growth' 'in'
 'China' 'and' 'the' 'prospects' 'of' 'a' 'U.S' '(' 'Other' 'OTC' ':'
 'UBGXF' '-' 'news' ')' '.' 'rate' 'hike' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 3 0 0 0 0 0 3 0 0 0 0 5 0 0 0 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O'
 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",59
2131,"['""' 'Investors' 'are' 'pretty' 'nervous' 'ahead' 'of' 'the' 'Fed'
 'meeting' ',' '""' 'said' 'Philippe' 'Gijsels' ',' 'head' 'of' 'research'
 'at' 'BNP' 'Paribas' 'Fortis' 'Global' 'Markets' 'in' 'Brussels' '.']",[0 0 0 0 0 0 0 0 5 0 0 0 0 1 2 0 0 0 0 0 5 6 6 6 6 0 3 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER'
 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'O' 'B-LOC'
 'O']",28
2132,"['""' 'We' 'are' 'seeing' 'a' 'lot' 'of' 'volatility' 'in' 'the' 'market'
 'because' 'liquidity' 'is' 'very' 'low' '.' '""']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],18
2133,"['The' 'FTSEurofirst' '300' ""'s"" 'volumes' 'were' 'just' '48' 'percent'
 'of' 'its' '90' '-' 'day' 'daily' 'average' 'in' 'late' 'European'
 'trading' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",21
2134,"['Shares' '(' 'Berlin' ':' 'DI6.BE' '-' 'news' ')' 'in' 'ARM' 'Holdings'
 '(' 'LSE' ':' 'ARM' '.L' '-' 'news' ')' 'rose' '1.5' 'percent' ',' 'with'
 'traders' 'saying' 'that' 'the' 'company' 'was' 'benefiting' 'from' 'an'
 'upbeat' 'article' 'by' 'Barron' ""'s"" 'on' 'Apple' '(' 'NasdaqGS' ':'
 'AAPL' '-' 'news' ')' ',' 'which' 'uses' 'ARM' 'designs' 'in' 'its'
 'products' '.']","[0 0 3 0 5 0 0 0 0 5 6 0 5 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
 0 0 5 0 5 0 5 0 0 0 0 0 0 0 0 0 0 0 0]","['O' 'O' 'B-LOC' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'B-ORG'
 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'B-ORG' 'O' 'B-ORG' 'O'
 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",56
2135,"['On' 'the' 'broader' 'STOXX' '600' 'index' ',' 'the' 'biggest' 'rise'
 'came' 'from' 'TF1' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 5 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O'],14
2136,"['It' 'rose' '6.9' 'percent' 'after' 'the' 'French' 'government' 'decided'
 'against' 'allowing' 'advertising' 'on' 'public' 'broadcasters' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],16
2137,"['The' 'market' 'had' 'little' 'reaction' 'to' 'data' 'showing' 'that'
 'the' 'euro' 'zone' ""'s"" 'industrial' 'production' 'was' 'stronger'
 'than' 'expected' 'in' 'July' ',' 'thanks' 'to' 'a' 'higher' 'volume'
 'of' 'energy' ',' 'capital' 'and' 'durable' 'consumer' 'goods' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",36
2138,['Europe' 'bourses' 'in' '2015' ':' 'http://link.reuters.com/pap87v'],[3 0 0 0 0 0],['B-LOC' 'O' 'O' 'O' 'O' 'O'],6
2139,['Asset' 'performance' 'in' '2015' ':' 'http://link.reuters.com/gap87v'],[0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O'],6
2140,"['Today' ""'s"" 'European' 'research' 'round' '-' 'up' '(' 'Editing' 'by'
 'Hugh' 'Lawson' ')']",[0 0 0 0 0 0 0 0 0 0 1 2 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O'],13
2141,"['Stating' 'that' 'the' 'country' 'will' 'outperform' 'emerging' 'market'
 'peers' 'in' 'the' 'current' 'volatile' 'environment' ',' 'German'
 'brokerage' 'Deutsche' 'Bank' 'today' 'said' 'it' 'expects' 'RBI' 'to'
 'slash' 'key' 'rates' 'by' '0.25' 'per' 'cent' 'in' 'the' 'September'
 '29' 'review' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']",38
2142,"['“' 'We' 'maintain' 'our' 'view' 'that' 'RBI' 'will' 'most' 'likely'
 'cut' 'the' 'policy' 'rate' 'by' '0.25' 'per' 'cent' 'on' 'September'
 '29' '.']",[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']",22
2143,"['Growth' '-' 'inflation' 'dynamic' 'will' 'continue' 'to' 'remain'
 'favourable' 'for' 'RBI' 'to' 'justify' 'a' 'rate' 'cut' ',' '”' 'it'
 'said' 'in' 'a' 'note' '.']",[0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']",24
2144,"['The' 'central' 'bank' 'has' 'cut' 'rates' 'thrice' 'by' 'a' 'cumulative'
 '0.75' 'per' 'cent' 'this' 'year' 'and' 'with' 'positive' 'inflation'
 'data' 'emerging' ',' 'pressure' 'has' 'been' 'increasing' 'on' 'it' 'to'
 'cut' 'lending' 'rates' 'further' ',' 'which' 'can' 'boost' 'the'
 'recovery' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']",40
2145,"['Attributing' 'the' 'recent' 'market' 'turmoil' 'to' 'troubles'
 'emanating' 'from' 'China' ',' 'it' 'said' 'spillover' 'risks' 'from'
 'continued' 'volatility' 'in' 'global' 'financial' 'markets' 'or'
 'potential' 'disorderly' 'exchange' 'rate' 'movement' 'may' 'delay' 'the'
 'RBI' '’s' 'rate' 'cut' '.']",[0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O'
 'O' 'O']",36
2146,"['Reserve' 'Bank' 'Governor' 'Raghuram' 'Rajan' 'has' 'been' 'repeatedly'
 'saying' 'that' 'its' 'actions' 'will' 'be' 'data' 'determined' ','
 'specifically' 'the' 'inflation' 'trajectory' 'staying' 'along' 'a'
 'glide' 'path' ',' 'the' 'monsoon' 'rainfall' 'and' 'US' 'Fed' '’s'
 'moves' 'amid' 'expectations' 'of' 'a' 'tightening' '.']","[5 6 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0
 0 0 0 0]","['B-ORG' 'I-ORG' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",41
2147,"['RBI' ',' 'which' 'has' 'recently' 'received' 'an' 'inflation'
 'targeting' 'mandate' ',' 'is' 'aiming' 'to' 'get' 'inflation' 'under'
 '6' 'per' 'cent' 'by' 'January' '2016' 'and' 'cool' 'it' 'down' 'further'
 'to' '4' 'per' 'cent' 'in' 'the' 'year' 'after' '.']",[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']",37
2148,"['Following' 'the' 'fall' 'in' 'markets' 'and' 'also' 'depreciation' 'in'
 'the' 'rupee' 'earlier' 'this' 'week' ',' 'Rajan' 'had' 'sought' 'to'
 'reassure' 'the' 'markets' 'highlighting' 'strong' 'fundamentals' ','
 'but' 'also' 'said' 'that' 'households' '’' 'inflation' 'expectations'
 'remain' 'high' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']",37
2149,"['Deutsche' 'Bank' 'also' 'seemed' 'to' 'endorse' 'Rajan' ',' 'saying' ','
 '“' 'While' 'India' 'is' 'unlikely' 'to' 'remain' 'completely'
 'insulated' 'from' 'adverse' 'global' 'developments' ',' 'it' 'has' 'the'
 'ability' 'to' 'outperform' 'other' 'emerging' 'market' 'peers' '.' '”']",[5 6 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']",36
2150,"['This' 'is' 'possible' 'due' 'to' 'an' 'improvement' 'in' 'the' 'macro'
 'fundamentals' 'in' 'the' 'past' 'two' 'years' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],17
2151,"['This' 'makes' 'it' 'easier' 'for' 'the' 'economy' 'to' 'absorb' 'the'
 'adverse' 'impact' 'of' 'potential' 'external' 'shocks' ',' 'it' 'said'
 ',' 'citing' 'the' 'improvements' 'in' 'forex' 'kitty' ',' 'GDP' 'growth'
 ',' 'current' 'account' 'and' 'fiscal' 'deficits' ',' 'and' ','
 'inflation' 'and' 'real' 'interest' 'rates' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",44
2152,"['28' ',' '2015' '5:13' 'pm']",[0 0 0 0 0],['O' 'O' 'O' 'O' 'O'],5
2153,"['Tip' ':' 'Use' 'comma' '(' ',' ')' 'to' 'separate' 'multiple' 'quotes'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],12
2154,['Learn' 'more' '...'],[0 0 0],['O' 'O' 'O'],3
2155,"['Sat' ',' 'Oct' '3' ',' '2015' ',' '04:06' 'BST' '-' 'UK' 'Markets'
 'closed' 'Sports' 'Direct' 'accused' 'of' 'intimidating' 'founder' 'of'
 'Direct' 'Golf' 'By' 'Ashley' 'Armstrong' 'and' 'Ben' 'Marlow' '|'
 'Telegraph' '–' '9' 'hours' 'ago' '46.25' '-' '0.75' 'Mike' 'Ashley' ""'s""
 'company' 'changes' 'the' 'locks' 'on' 'Direct' 'Golf' ""'s"" 'offices'
 'after' 'legal' 'row' 'about' 'control' 'of' 'the' 'company' 'Sports'
 'Direct' 'has' 'been' 'accused' 'of' 'intimidating' 'the' 'founder' 'of'
 'the' 'UK' '’s' 'second' 'largest' 'golfing' 'business' 'after' 'the'
 'Mike' 'Ashley' 'controlled' 'sportswear' 'company' 'changed' 'the'
 'locks' 'on' 'Direct' 'Golf' '’s' 'offices' 'without' 'warning' '.']","[0 0 0 0 0 0 0 0 0 0 5 6 0 5 6 0 0 0 0 0 5 6 0 1 2 0 1 2 0 5 0 0 0 0 0 0 0
 1 2 0 0 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
 0 0 1 2 0 0 0 0 0 0 0 5 6 0 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'B-ORG'
 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'B-PER' 'I-PER' 'O'
 'B-PER' 'I-PER' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER'
 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O']",92
2156,"['The' 'allegations' 'are' 'part' 'of' 'an' 'extraordinary' 'battle' 'for'
 'control' 'of' 'the' 'business' 'between' 'Direct' 'Golf' ""'s"" 'founder'
 ',' 'John' 'Andrew' ',' 'and' 'Mr' 'Ashley' ',' 'one' 'of' 'Britain' ""'s""
 'most' 'influential' 'but' 'low' 'profile' 'entrepreneurs' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 1 2 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG'
 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'B-LOC' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']",37
2157,"['Sports' 'Direct' 'bought' 'a' 'stake' 'in' 'the' '20' '-' 'store'
 'golfing' 'specialist' 'last' 'year' 'and' 'provided' '$' '3.8' 'm' 'of'
 'investment' ',' 'according' 'to' 'Mr' 'Andrew' '.']",[5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],"['B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O']",27
2158,"['In' 'July' ',' 'Direct' 'Golf' 'reported' 'a' '48.5' 'pc' 'slide' 'in'
 'pre-tax' 'profits' 'to' '£' '329,000' 'and' 'said' 'that' 'sales' 'had'
 'fallen' 'by' 'almost' '13' 'pc' 'to' '£' '20.8' 'm' '.']",[0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",31
